Date,KeywordGroup,Ratio,Group
2025-12-21,오메가3,6.06018,All
2025-12-22,오메가3,5.75927,All
2025-12-23,오메가3,6.06018,All
2025-12-24,오메가3,4.74457,All
2025-12-25,오메가3,6.08117,All
2025-12-26,오메가3,4.67459,All
2025-12-27,오메가3,4.96151,All
2025-12-28,오메가3,6.51504,All
2025-12-29,오메가3,6.05318,All
2025-12-30,오메가3,6.01119,All
2025-12-31,오메가3,4.93351,All
2026-01-01,오메가3,6.56403,All
2026-01-02,오메가3,5.78026,All
2026-01-03,오메가3,5.69629,All
2026-01-04,오메가3,6.48705,All
2026-01-05,오메가3,6.73897,All
2026-01-06,오메가3,7.70468,All
2026-01-07,오메가3,6.48705,All
2026-01-08,오메가3,6.71098,All
2026-01-09,오메가3,4.6396,All
2026-01-10,오메가3,5.05248,All
2026-01-11,오메가3,5.14345,All
2026-01-12,오메가3,5.82925,All
2026-01-13,오메가3,6.71798,All
2026-01-14,오메가3,6.53603,All
2026-01-15,오메가3,5.6613,All
2026-01-16,오메가3,5.68929,All
2026-01-17,오메가3,5.75927,All
2026-01-18,오메가3,6.48705,All
2026-01-19,오메가3,6.06717,All
2026-01-20,오메가3,6.41007,All
2026-01-21,오메가3,7.37578,All
2026-01-22,오메가3,6.40307,All
2026-01-23,오메가3,5.77326,All
2026-01-24,오메가3,5.55633,All
2026-01-25,오메가3,7.85164,All
2026-01-26,오메가3,6.9839,All
2026-01-27,오메가3,7.9986,All
2026-01-28,오메가3,6.54303,All
2026-01-29,오메가3,6.38908,All
2026-01-30,오메가3,6.57802,All
2026-01-31,오메가3,5.95521,All
2026-02-01,오메가3,7.16585,All
2026-02-02,오메가3,8.08957,All
2026-02-03,오메가3,7.35479,All
2026-02-04,오메가3,7.24982,All
2026-02-05,오메가3,7.08187,All
2026-02-06,오메가3,6.48005,All
2026-02-07,오메가3,5.6543,All
2026-02-08,오메가3,6.49405,All
2026-02-09,오메가3,6.25612,All
2026-02-10,오메가3,6.77396,All
2026-02-11,오메가3,5.91322,All
2026-02-12,오메가3,4.93351,All
2025-02-13,비타민D,19.19524,All
2025-02-14,비타민D,9.13925,All
2025-02-15,비타민D,19.13226,All
2025-02-16,비타민D,18.57942,All
2025-02-17,비타민D,7.88663,All
2025-02-18,비타민D,15.36039,All
2025-02-19,비타민D,14.22673,All
2025-02-20,비타민D,8.06158,All
2025-02-21,비타민D,9.43317,All
2025-02-22,비타민D,8.6564,All
2025-02-23,비타민D,11.39958,All
2025-02-24,비타민D,10.41287,All
2025-02-25,비타민D,10.3149,All
2025-02-26,비타민D,14.10076,All
2025-02-27,비타민D,12.61721,All
2025-02-28,비타민D,6.96291,All
2025-03-01,비타민D,7.08187,All
2025-03-02,비타민D,7.10986,All
2025-03-03,비타민D,7.6627,All
2025-03-04,비타민D,13.20503,All
2025-03-05,비타민D,29.49615,All
2025-03-06,비타민D,27.00489,All
2025-03-07,비타민D,28.56543,All
2025-03-08,비타민D,33.86284,All
2025-03-09,비타민D,39.6571,All
2025-03-10,비타민D,38.15955,All
2025-03-11,비타민D,25.26242,All
2025-03-12,비타민D,11.35759,All
2025-03-13,비타민D,9.96501,All
2025-03-14,비타민D,8.75437,All
2025-03-15,비타민D,8.78936,All
2025-03-16,비타민D,11.69349,All
2025-03-17,비타민D,18.60041,All
2025-03-18,비타민D,12.94611,All
2025-03-19,비타민D,11.6515,All
2025-03-20,비타민D,12.84114,All
2025-03-21,비타민D,29.25122,All
2025-03-22,비타민D,19.13226,All
2025-03-23,비타민D,24.09377,All
2025-03-24,비타민D,21.93142,All
2025-03-25,비타민D,26.9909,All
2025-03-26,비타민D,18.74737,All
2025-03-27,비타민D,18.33449,All
2025-03-28,비타민D,16.91392,All
2025-03-29,비타민D,17.21483,All
2025-03-30,비타민D,15.19944,All
2025-03-31,비타민D,17.94261,All
2025-04-01,비타민D,14.9965,All
2025-04-02,비타민D,13.36599,All
2025-04-03,비타민D,8.39048,All
2025-04-04,비타민D,8.75437,All
2025-04-05,비타민D,12.73617,All
2025-04-06,비타민D,11.22463,All
2025-04-07,비타민D,13.82785,All
2025-04-08,비타민D,40.83275,All
2025-04-09,비타민D,27.18684,All
2025-04-10,비타민D,16.34709,All
2025-04-11,비타민D,10.93072,All
2025-04-12,비타민D,10.69979,All
2025-04-13,비타민D,9.69909,All
2025-04-14,비타민D,23.57592,All
2025-04-15,비타민D,22.00139,All
2025-04-16,비타민D,8.07557,All
2025-04-17,비타민D,7.47375,All
2025-04-18,비타민D,6.52204,All
2025-04-19,비타민D,7.52974,All
2025-04-20,비타민D,7.96361,All
2025-04-21,비타민D,9.52414,All
2025-04-22,비타민D,62.37228,All
2025-04-23,비타민D,51.09167,All
2025-04-24,비타민D,36.60601,All
2025-04-25,비타민D,46.75297,All
2025-04-26,비타민D,47.03289,All
2025-04-27,비타민D,41.75647,All
2025-04-28,비타민D,10.10496,All
2025-04-29,비타민D,9.03428,All
2025-04-30,비타민D,7.81665,All
2025-05-01,비타민D,9.6431,All
2025-05-02,비타민D,7.86564,All
2025-05-03,비타민D,8.14555,All
2025-05-04,비타민D,6.92792,All
2025-05-05,비타민D,7.55773,All
2025-05-06,비타민D,8.39748,All
2025-05-07,비타민D,8.41147,All
2025-05-08,비타민D,9.46116,All
2025-05-09,비타민D,7.93561,All
2025-05-10,비타민D,8.12456,All
2025-05-11,비타민D,8.50944,All
2025-05-12,비타민D,10.69979,All
2025-05-13,비타민D,8.85234,All
2025-05-14,비타민D,9.11126,All
2025-05-15,비타민D,8.59342,All
2025-05-16,비타민D,4.56962,All
2025-05-17,비타민D,5.95521,All
2025-05-18,비타민D,7.17284,All
2025-05-19,비타민D,8.38348,All
2025-05-20,비타민D,4.17774,All
2025-05-21,비타민D,7.36179,All
2025-05-22,비타민D,9.15325,All
2025-05-23,비타민D,4.78656,All
2025-05-24,비타민D,8.87333,All
2025-05-25,비타민D,7.76067,All
2025-05-26,비타민D,9.46815,All
2025-05-27,비타민D,9.24422,All
2025-05-28,비타민D,10.05598,All
2025-05-29,비타민D,8.19454,All
2025-05-30,비타민D,8.22253,All
2025-05-31,비타민D,3.72988,All
2025-06-01,비타민D,4.19174,All
2025-06-02,비타민D,5.24842,All
2025-06-03,비타민D,4.95451,All
2025-06-04,비타민D,8.01259,All
2025-06-05,비타민D,7.40377,All
2025-06-06,비타민D,3.71588,All
2025-06-07,비타민D,5.00349,All
2025-06-08,비타민D,4.73058,All
2025-06-09,비타민D,5.79426,All
2025-06-10,비타민D,5.80125,All
2025-06-11,비타민D,5.28341,All
2025-06-12,비타민D,6.75297,All
2025-06-13,비타민D,5.36738,All
2025-06-14,비타민D,4.41567,All
2025-06-15,비타민D,4.3177,All
2025-06-16,비타민D,5.17844,All
2025-06-17,비타민D,4.75857,All
2025-06-18,비타민D,5.19244,All
2025-06-19,비타민D,4.87753,All
2025-06-20,비타민D,5.24842,All
2025-06-21,비타민D,5.18544,All
2025-06-22,비타민D,4.38068,All
2025-06-23,비타민D,5.3184,All
2025-06-24,비타민D,5.61231,All
2025-06-25,비타민D,4.79356,All
2025-06-26,비타민D,4.27571,All
2025-06-27,비타민D,3.62491,All
2025-06-28,비타민D,3.07907,All
2025-06-29,비타민D,3.324,All
2025-06-30,비타민D,6.82295,All
2025-07-01,비타민D,8.93631,All
2025-07-02,비타민D,7.47375,All
2025-07-03,비타민D,7.78166,All
2025-07-04,비타민D,7.60671,All
2025-07-05,비타민D,7.3268,All
2025-07-06,비타민D,9.6571,All
2025-07-07,비타민D,6.27711,All
2025-07-08,비타민D,8.86634,All
2025-07-09,비타민D,7.90762,All
2025-07-10,비타민D,8.17354,All
2025-07-11,비타민D,7.50874,All
2025-07-12,비타민D,3.28201,All
2025-07-13,비타민D,3.44296,All
2025-07-14,비타민D,3.6529,All
2025-07-15,비타민D,4.73757,All
2025-07-16,비타민D,4.78656,All
2025-07-17,비타민D,4.95451,All
2025-07-18,비타민D,4.48565,All
2025-07-19,비타민D,4.47865,All
2025-07-20,비타민D,4.70958,All
2025-07-21,비타민D,5.26242,All
2025-07-22,비타민D,4.89853,All
2025-07-23,비타민D,5.07347,All
2025-07-24,비타민D,4.9755,All
2025-07-25,비타민D,3.79986,All
2025-07-26,비타민D,3.27501,All
2025-07-27,비타민D,4.17074,All
2025-07-28,비타민D,5.29041,All
2025-07-29,비타민D,4.85654,All
2025-07-30,비타민D,5.08747,All
2025-07-31,비타민D,4.60461,All
2025-08-01,비타민D,2.70118,All
2025-08-02,비타민D,2.6592,All
2025-08-03,비타민D,2.73617,All
2025-08-04,비타민D,3.12106,All
2025-08-05,비타민D,3.70888,All
2025-08-06,비타민D,3.56193,All
2025-08-07,비타민D,3.58992,All
2025-08-08,비타민D,3.03009,All
2025-08-09,비타민D,2.81315,All
2025-08-10,비타민D,3.22603,All
2025-08-11,비타민D,3.72988,All
2025-08-12,비타민D,2.93212,All
2025-08-13,비타민D,2.68719,All
2025-08-14,비타민D,2.38628,All
2025-08-15,비타민D,2.6592,All
2025-08-16,비타민D,2.9881,All
2025-08-17,비타민D,3.70888,All
2025-08-18,비타민D,5.19944,All
2025-08-19,비타민D,3.89783,All
2025-08-20,비타민D,3.6389,All
2025-08-21,비타민D,3.96081,All
2025-08-22,비타민D,3.49895,All
2025-08-23,비타민D,3.16305,All
2025-08-24,비타민D,3.16305,All
2025-08-25,비타민D,3.62491,All
2025-08-26,비타민D,2.58222,All
2025-08-27,비타민D,3.303,All
2025-08-28,비타민D,2.93212,All
2025-08-29,비타민D,2.70118,All
2025-08-30,비타민D,2.19734,All
2025-08-31,비타민D,2.61021,All
2025-09-01,비타민D,3.21903,All
2025-09-02,비타민D,2.9881,All
2025-09-03,비타민D,2.88313,All
2025-09-04,비타민D,3.01609,All
2025-09-05,비타민D,2.38628,All
2025-09-06,비타민D,3.66689,All
2025-09-07,비타민D,3.43596,All
2025-09-08,비타민D,3.21203,All
2025-09-09,비타민D,3.317,All
2025-09-10,비타민D,2.34429,All
2025-09-11,비타민D,1.91742,All
2025-09-12,비타민D,2.26731,All
2025-09-13,비타민D,2.01539,All
2025-09-14,비타민D,2.35129,All
2025-09-15,비타민D,3.39398,All
2025-09-16,비타민D,3.10006,All
2025-09-17,비타민D,3.317,All
2025-09-18,비타민D,2.94611,All
2025-09-19,비타민D,2.48425,All
2025-09-20,비타민D,2.37928,All
2025-09-21,비타민D,2.48425,All
2025-09-22,비타민D,3.05808,All
2025-09-23,비타민D,2.52624,All
2025-09-24,비타민D,2.70818,All
2025-09-25,비타민D,2.71518,All
2025-09-26,비타민D,2.28831,All
2025-09-27,비타민D,2.13435,All
2025-09-28,비타민D,2.37928,All
2025-09-29,비타민D,2.37928,All
2025-09-30,비타민D,2.57522,All
2025-10-01,비타민D,2.37228,All
2025-10-02,비타민D,1.92442,All
2025-10-03,비타민D,1.46256,All
2025-10-04,비타민D,1.42057,All
2025-10-05,비타민D,1.3296,All
2025-10-06,비타민D,1.35759,All
2025-10-07,비타민D,1.51154,All
2025-10-08,비타민D,1.91742,All
2025-10-09,비타민D,2.00839,All
2025-10-10,비타민D,2.21833,All
2025-10-11,비타민D,2.07837,All
2025-10-12,비타민D,2.79916,All
2025-10-13,비타민D,2.79216,All
2025-10-14,비타민D,3.11406,All
2025-10-15,비타민D,2.79916,All
2025-10-16,비타민D,2.67319,All
2025-10-17,비타민D,2.3303,All
2025-10-18,비타민D,1.90342,All
2025-10-19,비타민D,1.95941,All
2025-10-20,비타민D,2.44926,All
2025-10-21,비타민D,1.93142,All
2025-10-22,비타민D,2.03638,All
2025-10-23,비타민D,2.35129,All
2025-10-24,비타민D,2.26032,All
2025-10-25,비타민D,2.02939,All
2025-10-26,비타민D,2.3233,All
2025-10-27,비타민D,2.57522,All
2025-10-28,비타민D,2.77116,All
2025-10-29,비타민D,2.40027,All
2025-10-30,비타민D,2.35129,All
2025-10-31,비타민D,2.04338,All
2025-11-01,비타민D,2.3023,All
2025-11-02,비타민D,2.05738,All
2025-11-03,비타민D,2.58922,All
2025-11-04,비타민D,2.3093,All
2025-11-05,비타민D,2.51224,All
2025-11-06,비타민D,2.56822,All
2025-11-07,비타민D,2.23932,All
2025-11-08,비타민D,2.16235,All
2025-11-09,비타민D,1.89643,All
2025-11-10,비타민D,2.55423,All
2025-11-11,비타민D,2.3163,All
2025-11-12,비타민D,2.61721,All
2025-11-13,비타민D,2.3233,All
2025-11-14,비타민D,2.79916,All
2025-11-15,비타민D,1.56752,All
2025-11-16,비타민D,1.9944,All
2025-11-17,비타민D,2.56822,All
2025-11-18,비타민D,2.37228,All
2025-11-19,비타민D,2.52624,All
2025-11-20,비타민D,2.13435,All
2025-11-21,비타민D,1.90342,All
2025-11-22,비타민D,2.26731,All
2025-11-23,비타민D,2.54023,All
2025-11-24,비타민D,2.40027,All
2025-11-25,비타민D,2.89013,All
2025-11-26,비타민D,2.53324,All
2025-11-27,비타민D,2.75017,All
2025-11-28,비타민D,2.17634,All
2025-11-29,비타민D,1.58852,All
2025-11-30,비타민D,2.35129,All
2025-12-01,비타민D,2.6522,All
2025-12-02,비타민D,2.59622,All
2025-12-03,비타민D,2.6522,All
2025-12-04,비타민D,2.52624,All
2025-12-05,비타민D,2.01539,All
2025-12-06,비타민D,2.16235,All
2025-12-07,비타민D,2.09237,All
2025-12-08,비타민D,2.6662,All
2025-12-09,비타민D,2.89013,All
2025-12-10,비타민D,2.93212,All
2025-12-11,비타민D,2.6452,All
2025-12-12,비타민D,2.02939,All
2025-12-13,비타민D,2.34429,All
2025-12-14,비타민D,2.47025,All
2025-12-15,비타민D,3.26801,All
2025-12-16,비타민D,2.84114,All
2025-12-17,비타민D,2.49125,All
2025-12-18,비타민D,2.35829,All
2025-12-19,비타민D,2.34429,All
2025-12-20,비타민D,2.09237,All
2025-12-21,비타민D,2.17634,All
2025-12-22,비타민D,2.09237,All
2025-12-23,비타민D,2.71518,All
2025-12-24,비타민D,1.81245,All
2025-12-25,비타민D,1.93841,All
2025-12-26,비타민D,1.85444,All
2025-12-27,비타민D,1.76347,All
2025-12-28,비타민D,1.9804,All
2025-12-29,비타민D,2.58222,All
2025-12-30,비타민D,2.06438,All
2025-12-31,비타민D,1.9874,All
2026-01-01,비타민D,2.03638,All
2026-01-02,비타민D,2.62421,All
2026-01-03,비타민D,2.23932,All
2026-01-04,비타민D,2.47725,All
2026-01-05,비타민D,2.42827,All
2026-01-06,비타민D,2.54723,All
2026-01-07,비타민D,2.27431,All
2026-01-08,비타민D,2.75717,All
2026-01-09,비타민D,2.68719,All
2026-01-10,비타민D,2.09937,All
2026-01-11,비타민D,2.77816,All
2026-01-12,비타민D,2.59622,All
2026-01-13,비타민D,3.07907,All
2026-01-14,비타민D,2.53324,All
2026-01-15,비타민D,2.16235,All
2026-01-16,비타민D,1.86843,All
2026-01-17,비타민D,2.41427,All
2026-01-18,비타민D,2.19734,All
2026-01-19,비타민D,2.70118,All
2026-01-20,비타민D,2.51224,All
2026-01-21,비타민D,2.23233,All
2026-01-22,비타민D,2.44926,All
2026-01-23,비타민D,1.92442,All
2026-01-24,비타민D,1.78446,All
2026-01-25,비타민D,2.35129,All
2026-01-26,비타민D,2.26032,All
2026-01-27,비타민D,2.68019,All
2026-01-28,비타민D,2.21133,All
2026-01-29,비타민D,2.10636,All
2026-01-30,비타민D,2.09237,All
2026-01-31,비타민D,2.19034,All
2026-02-01,비타민D,2.82715,All
2026-02-02,비타민D,2.51924,All
2026-02-03,비타민D,2.79216,All
2026-02-04,비타민D,2.83414,All
2026-02-05,비타민D,2.56123,All
2026-02-06,비타민D,2.28831,All
2026-02-07,비타민D,2.22533,All
2026-02-08,비타민D,2.6662,All
2026-02-09,비타민D,2.6382,All
2026-02-10,비타민D,2.47725,All
2026-02-11,비타민D,2.07137,All
2026-02-12,비타민D,1.71448,All
